asset,product,p_level,hub_mean,basis_mean,da_spr_hub_mean,da_spr_node_mean,expected_ref_price,fixed_price,risk_premium
Wind_B,RT_HUB,0.75,45.250939227546255,5.298399351398161,0.05931969092633921,-3.186757595017972,45.250939227546255,45.295699175153636,0.04475994760738189
Wind_B,RT_NODE,0.75,45.250939227546255,5.298399351398161,0.05931969092633921,-3.186757595017972,39.952539876148094,41.01733987021294,1.064799994064849
Wind_B,DA_HUB,0.75,45.250939227546255,5.298399351398161,0.05931969092633921,-3.186757595017972,45.31025891847259,48.10446130568291,2.794202387210319
Wind_B,DA_NODE,0.75,45.250939227546255,5.298399351398161,0.05931969092633921,-3.186757595017972,36.76578228113012,42.954798016814344,6.189015735684222
